Jurisdiction,Office,Candidate Name,Affiliation,Financial Agent Name,Source Page,Result,Elected,Result Source,Notes
Nanaimo,Councillor,Shane Crawley,,Shane Crawley,99,,,,
Nanaimo,Councillor,Ryan Djakovic,,Ryan Djakovic,99,,,,
Nanaimo,Councillor,Hilary Eastmure,,Hilary Eastmure,99,,,,
Nanaimo,Councillor,Joe Figel,REAL,Joe Figel,99,,,,
Nanaimo,Councillor,Meg Fyfe Watkins,,Meg Fyfe Watkins,99,,,,
Nanaimo,Councillor,Ben Geselbracht,,Ben Geselbracht,99,,,,
Nanaimo,Councillor,Bryan Gordon,REAL,Bryan Gordon,99,,,,
Nanaimo,Councillor,Anita Greer,,Anita Greer,99,,,,
Nanaimo,Councillor,Patrick Gunville,,Patrick Gunville,99,,,,
Nanaimo,Councillor,Derek Hanna,REAL,Derek Hanna,99,,,,
Nanaimo,Councillor,Richard Harlow,,Richard Harlow,100,,,,
Nanaimo,Councillor,Erin Hemmens,,Erin Hemmens,100,,,,
Nanaimo,Councillor,Steven Johns,,Laura Shanner,100,,,,
Nanaimo,Councillor,Cameron Leckenby,,Cameron Leckenby,100,,,,
Nanaimo,Councillor,Max MacKay,,Max MacKay,100,,,,
Nanaimo,Councillor,Paul Manly,,Paul Manly,100,,,,
Nanaimo,Councillor,Bryant Marshall,,Bryant Marshall,100,,,,
Nanaimo,Councillor,Bill McKay,,Wayne Stuart,100,,,,
Nanaimo,Councillor,Andrew Merilees,,Andrew Merilees,100,,,,
Nanaimo,Councillor,Matthew Miller,,Matthew Miller,100,,,,
Nanaimo,Councillor,Zaki Mohammed,,Zaki Mohammed,100,,,,
Nanaimo,Councillor,Rod Moreno,,Rod Moreno,100,,,,
Nanaimo,Councillor,Janice Perrino,,Janice Perrino,100,,,,
Nanaimo,Councillor,Rob Phelan,,Rob Phelan,100,,,,
Nanaimo,Councillor,Frank Pluta,REAL,Frank Pluta,100,,,,
Nanaimo,Councillor,Austin Seng,,Austin Seng,100,,,,
Nanaimo,Councillor,Holden Southward,,Holden Southward,100,,,,
Nanaimo,Councillor,Ian Thorpe,,Ian Thorpe,100,,,,
Nanaimo,Councillor,Paul Van Ryssel,,Rimpy Mahal,100,,,,
Nanaimo,Councillor,Angela Waldick,,Angela Waldick,101,,,,
Nanaimo,Mayor,Brunie Brunie,,Brunie Brunie,101,,,,
Nanaimo,Mayor,Anne Marie Dryden,REAL,Anne Marie Dryden,101,,,,
Nanaimo,Mayor,Leonard Krog,,Flora Stupich,101,,,,
Nanaimo,Mayor,Sarah Lovegrove,,Brent Rushton,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Tania Brzovic,,Tania Brzovic,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Adrianne Cafariello,,Adrianne Cafariello,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Kailey Gillam,,Kailey Gillam,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Tim Harris,,Tim Harris,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Jordana Kirkman,,Jordana Kirkman,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Leanne Lee,,Leanne Lee,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Zeni Maartman,,Zeni Maartman,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Fred Macdonald,,Fred Macdonald,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Chantelle Morvay,,Chantelle Morvay,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Leana Pellegrin,,Leana Pellegrin,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Mark Allan Robinson,,Mark Allan Robinson,101,,,,
Nanaimo Ladysmith School District,Board of Education Trustee,Tom Rokeby,,Kimberly Wilson,101,,,,
Nanaimo Regional District,Electoral Area Director,Chris Burger,,Chris Burger,101,,,,
Nanaimo Regional District,Electoral Area Director,Vanessa Craig,,Vanessa Craig,102,,,,
Nanaimo Regional District,Electoral Area Director,Nicholas Greer,,Nicholas Greer,102,,,,
Nanaimo Regional District,Electoral Area Director,Stuart McLean,,Stuart McLean,102,,,,
Nanaimo Regional District,Electoral Area Director,Lauren Melanson,,Lauren Melanson,102,,,,
Nanaimo Regional District,Electoral Area Director,Peter Nganga Njenga,,Peter Nganga Njenga,102,,,,
Nanaimo Regional District,Electoral Area Director,Joe Ringwald,,Joe Ringwald,102,,,,
Nanaimo Regional District,Electoral Area Director,Leanne Salter,,Julian Fell,102,,,,
Nanaimo Regional District,Electoral Area Director,Jessica Stanley,,Martin Buhler,102,,,,
Nanaimo Regional District,Electoral Area Director,Paul Stephen,,Paul Stephen,102,,,,
Nanaimo Regional District,Electoral Area Director,Lehann Wallace,,Lehann Wallace,102,,,,
Nechako Lakes School District,Board of Education Trustee,Dave Christie,,Dave Christie,102,,,,
Nechako Lakes School District,Board of Education Trustee,Angela Clause,,Angela Clause,102,,,,
Nechako Lakes School District,Board of Education Trustee,Steve Davis,,Steve Davis,102,,,,
Nechako Lakes School District,Board of Education Trustee,Nadine Frenkel,,Nadine Frenkel,102,,,,
Nechako Lakes School District,Board of Education Trustee,Nyree Hazelton,,Nyree Hazelton,102,,,,
Nechako Lakes School District,Board of Education Trustee,Sarah John,,Sarah John,102,,,,
Nechako Lakes School District,Board of Education Trustee,Manu Madhok,,Manu Madhok,102,,,,
Nechako Lakes School District,Board of Education Trustee,Ken McGonigal,,Ken McGonigal,102,,,,
Nechako Lakes School District,Board of Education Trustee,Rick Pooley,,Rick Pooley,103,,,,
Nechako Lakes School District,Board of Education Trustee,Kristopher Shively,,Kristopher Shively,103,,,,
Nechako Lakes School District,Board of Education Trustee,Carroll Walker,ParentsVoice BC,Carroll Walker,103,,,,
Nelson,Councillor,Devon Caron,,Felicia Marrast,103,,,,
Nelson,Councillor,Dario Cimolai,,Dario Cimolai,103,,,,
Nelson,Councillor,Ainsleah Hastings,,Monica Ruiz,103,,,,
Nelson,Councillor,David Johnston,,David Johnston,103,,,,
Nelson,Councillor,Aviva Keely,,Aviva Keely,103,,,,
Nelson,Councillor,Keith Page,,Bede Blomme,103,,,,
Nelson,Councillor,Ian Parfitt,,Ian Parfitt,103,,,,
Nelson,Councillor,Leslie Payne,,Rachel McGown,103,,,,
Nelson,Councillor,Jess Phillips,,Jess Phillips,103,,,,
Nelson,Councillor,Jesse Piñeiro,,Jesse Piñeiro,103,,,,
Nelson,Councillor,Martin Stegman,,Martin Stegman,103,,,,
Nelson,Councillor,Kate Tait,,Kate Tait,103,,,,
Nelson,Councillor,Corey Viala,,Gioconda Gordon,103,,,,
Nelson,Councillor,Jesse Woodward,,Jesse Woodward,103,,,,
Nelson,Mayor,Steven Bergevin,,Steven Bergevin,103,,,,
Nelson,Mayor,Ramona Faust,,Marie Chanton,104,,,,
Nelson,Mayor,Janice Morrison,,Margaret Stacey,104,,,,
New Denver,Councillor,Daphne Budding,,Daphne Budding,104,,,,
New Denver,Councillor,Melvie Buenacosa,,Melvie Buenacosa,104,,,,
New Denver,Councillor,Steve Deakoff,,Steve Deakoff,104,,,,
New Denver,Councillor,Vern Gustafson,,Janice Gustafson,104,,,,
New Denver,Councillor,Kathy Hartman,,Elsie Curtis,104,,,,
New Denver,Councillor,Jude Louwerse,,Jude Louwerse,104,,,,
New Denver,Councillor,Colin Moss,,Colin Moss,104,,,,
New Denver,Mayor,Leonard Casley,,Leonard Casley,104,,,,
New Hazelton,Councillor,Brenda Barritt,,Brenda Barritt,104,,,,
New Hazelton,Councillor,Allan Berg,,Allan Berg,104,,,,
New Hazelton,Councillor,George Burns,,George Burns,104,,,,
New Hazelton,Councillor,Jutta Hobenshield,,Jutta Hobenshield,104,,,,
New Hazelton,Councillor,Ray Sturney,,Ray Sturney,104,,,,
New Hazelton,Councillor,Bambie Tait,,Bambie Tait,104,,,,
New Hazelton,Councillor,Mike Weeber,,Mike Weeber,104,,,,
New Hazelton,Mayor,Gail Lowry,,Gail Lowry,104,,,,
New Westminster,Councillor,Dalia Al-Hussaini,Community First,Doug Johnstone,105,,,,
New Westminster,Councillor,Ken Armstrong,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Councillor,Karima Budhwani,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Councillor,Rick Folka,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Councillor,Tasha Henderson,Community First,Doug Johnstone,105,,,,
New Westminster,Councillor,Geoff Homel,,Geoff Homel,105,,,,
New Westminster,Councillor,Peter Jorgensen,Community First,Doug Johnstone,105,,,,
New Westminster,Councillor,Bereket Kebede,Community First,Doug Johnston,105,,,,
New Westminster,Councillor,Jaimie McEvoy,Community First,Doug Johnstone,105,,,,
New Westminster,Councillor,Paul Minhas,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Councillor,Maryann Morrison,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Councillor,Ray Porcellato,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Councillor,Kane Tse,Community First,Doug Johnstone,105,,,,
New Westminster,Mayor,Daniel Fontaine,NWP (New Westminster Progressives),Darren Milne,105,,,,
New Westminster,Mayor,Patrick Johnstone,Community First,Doug Johnstone,105,,,,
New Westminster School District,Board of Education Trustee,Kathleen Carlsen,NWP (New Westminster Progressives),Darren Milne,106,,,,
New Westminster School District,Board of Education Trustee,Junior Chuang,Community First,Doug Johnstone,106,,,,
New Westminster School District,Board of Education Trustee,Danielle Connelly,NWP (New Westminster Progressives),Darren Milne,106,,,,
New Westminster School District,Board of Education Trustee,Donald Doyle,NWP (New Westminster Progressives),Darren Milne,106,,,,
New Westminster School District,Board of Education Trustee,Anita Dunn,NWP (New Westminster Progressives),Darren Milne,106,,,,
New Westminster School District,Board of Education Trustee,Elizabeth Fajber,NWP (New Westminster Progressives),Darren Milne,106,,,,
New Westminster School District,Board of Education Trustee,Michelle Hak Hepburn,Community First,Doug Johnstone,106,,,,
New Westminster School District,Board of Education Trustee,Jeremy Perry,Community First,Doug Johnstone,106,,,,
New Westminster School District,Board of Education Trustee,Paul Romein,Community First,Doug Johnstone,106,,,,
New Westminster School District,Board of Education Trustee,Lucas Steele,NWP (New Westminster Progressives),Darren Milne,106,,,,
New Westminster School District,Board of Education Trustee,Mary Trentadue,Community First,Doug Johnstone,106,,,,
Nicola Similkameen School District,Board of Education Trustee,Lara Coutlee,,Lara Coutlee,106,,,,
Nicola Similkameen School District,Board of Education Trustee,Everett Hoisington,,Everett Hoisington,106,,,,
Nicola Similkameen School District,Board of Education Trustee,Stu Jackson,,Stu Jackson,106,,,,
Nicola Similkameen School District,Board of Education Trustee,Justin Jepsen,,Justin Jepsen,106,,,,
Nicola Similkameen School District,Board of Education Trustee,Jamie Kent-Laidlaw,,Jamie Kent-Laidlaw,107,,,,
Nicola Similkameen School District,Board of Education Trustee,Tim Manuel,,Tim Manuel,107,,,,
Nicola Similkameen School District,Board of Education Trustee,Leroy Slanzi,,Leroy Slanzi,107,,,,
Nicola Similkameen School District,Board of Education Trustee,Gordon Swan,,Gordon Swan,107,,,,
Nicola Similkameen School District,Board of Education Trustee,Leah Ward,,Leah Ward,107,,,,
Nicola Similkameen School District,Board of Education Trustee,Shane Woodruff,,Shane Woodruff,107,,,,
Nisga'a School District,Board of Education Trustee,Carl Azak,,Carl Azak,107,,,,
Nisga'a School District,Board of Education Trustee,Tanya Barton,,Tanya Barton,107,,,,
Nisga'a School District,Board of Education Trustee,Orville Cox,,Orville Cox,107,,,,
Nisga'a School District,Board of Education Trustee,Edward Desson,,Edward Desson,107,,,,
Nisga'a School District,Board of Education Trustee,Danica Moore,,Danica Moore,107,,,,
Nisga'a School District,Board of Education Trustee,Winnifred Morven-Hansen,,Winnifred Morven-Hansen,107,,,,
Nisga'a School District,Board of Education Trustee,George Nelson,,George Nelson,107,,,,
North Coast Regional District,Electoral Area Director,Karl Bergman,,Karl Bergman,107,,,,
North Coast Regional District,Electoral Area Director,Evan Putterill,,Evan Putterill,107,,,,
North Coast Regional District,Electoral Area Director,Leo Rutherford,,Leo Rutherford,107,,,,
North Coast Regional District,Electoral Area Director,Ocean Rutherford,,Ocean Rutherford,107,,,,
North Coast Regional District,Electoral Area Director,Johanne Young,,Johanne Young,107,,,,
North Cowichan,Councillor,Krystal Adams,,Joel Adams,108,,,,
North Cowichan,Councillor,Don Allingham,,Don Allingham,108,,,,
North Cowichan,Councillor,Joyce Behnsen,,Joyce Behnsen,108,,,,
North Cowichan,Councillor,Mike Caljouw,,James Wilkerson,108,,,,
North Cowichan,Councillor,Brian Chambers,,Brian Chambers,108,,,,
North Cowichan,Councillor,Bruce Findlay,,Bruce Findlay,108,,,,
North Cowichan,Councillor,Becky Hogg,,Nichola Lee,108,,,,
North Cowichan,Councillor,Chris Istace,,Chris Istace,108,,,,
North Cowichan,Councillor,Christopher Justice,,Christopher Justice,108,,,,
North Cowichan,Councillor,Tek Manhas,,Dave Jackson,108,,,,
North Cowichan,Councillor,Derek Masselink,,Linda Hicks,108,,,,
North Cowichan,Councillor,Valerie Russell,,Valerie Russell,108,,,,
North Cowichan,Mayor,Rob Douglas,,Rob Douglas,108,,,,
North Cowichan,Mayor,Chris Wilkinson,,Koren Palmer,108,,,,
North Okanagan Regional District,Electoral Area Director,Paul Anderson,,Paul Anderson,108,,,,
North Okanagan Regional District,Electoral Area Director,Kevin Brown,,Kevin Brown,108,,,,
North Okanagan Regional District,Electoral Area Director,Rachel Enns,,Rachel Enns,108,,,,
North Okanagan Regional District,Electoral Area Director,Bob Fleming,,Bob Fleming,108,,,,
North Okanagan Regional District,Electoral Area Director,Lori Heins,,Lori Heins,109,,,,
North Okanagan Regional District,Electoral Area Director,Allysa Hopkins,,Allysa Hopkins,109,,,,
North Okanagan Regional District,Electoral Area Director,Jim Johnson,,Jim Johnson,109,,,,
North Okanagan Regional District,Electoral Area Director,Amanda Shatzko,,Amanda Shatzko,109,,,,
North Okanagan Regional District,Electoral Area Director,Wendy Sherman,,Wendy Sherman,109,,,,
North Saanich,Councillor,Jane Burnes,,Jane Burnes,109,,,,
North Saanich,Councillor,Phillip DiBattista,,Scheryl DiBattista,109,,,,
North Saanich,Councillor,Dawn Gould,,Ryan Trelford,109,,,,
North Saanich,Councillor,Gerald Hannig,,Gerald Hannig,109,,,,
North Saanich,Councillor,Walter Langer,,Walter Langer,109,,,,
North Saanich,Councillor,Stuart Mackinnon,,Stuart Mackinnon,109,,,,
North Saanich,Councillor,Kristine Marshall,North Saanich Strong,Brenda Burd,109,,,,
North Saanich,Councillor,Irene McConkey,North Saanich Strong,Irene McConkey,109,,,,
North Saanich,Councillor,Brian Robinson,,Brian Robinson,109,,,,
North Saanich,Councillor,Sanjiv Shrivastava,North Saanich Strong,Sanjiv Shrivastava,109,,,,
North Saanich,Councillor,Celia Stock,,Celia Stock,109,,,,
North Saanich,Councillor,Greg Warner,North Saanich Strong,Peter Chandler,109,,,,
North Saanich,Councillor,Jim Woolford,,Jim Woolford,109,,,,
North Saanich,Mayor,Peter Jones,,Peter Jones,110,,,,
North Saanich,Mayor,Felice Mazzoni,North Saanich Strong,Brenda Burd,110,,,,
North Saanich,Mayor,Jack McClintock,,Donna Gilbert,110,,,,
North Vancouver School District,Board of Education Trustee,Manoochehr Azizi,,Manoochehr Azizi,110,,,,
North Vancouver School District,Board of Education Trustee,Mike Boehm,,Mike Boehm,110,,,,
North Vancouver School District,Board of Education Trustee,Jennifer Branston,,Jennifer Branston,110,,,,
North Vancouver School District,Board of Education Trustee,Michael Charrois,,Michael Charrois,110,,,,
North Vancouver School District,Board of Education Trustee,Barry Forward,,Barry Forward,110,,,,
North Vancouver School District,Board of Education Trustee,Cyndi Gerlach,,Cyndi Gerlach,110,,,,
North Vancouver School District,Board of Education Trustee,Rob Haines,,Peggy Hung,110,,,,
North Vancouver School District,Board of Education Trustee,Peggy Hung,,Rob Haines,110,,,,
North Vancouver School District,Board of Education Trustee,Emma Juniper,,Emma Juniper,110,,,,
North Vancouver School District,Board of Education Trustee,Raheela Khan,,Raheela Khan,110,,,,
North Vancouver School District,Board of Education Trustee,Senora Navales,,Senora Navales,110,,,,
North Vancouver School District,Board of Education Trustee,Trish Neufeld,,Trish Neufeld,110,,,,
North Vancouver School District,Board of Education Trustee,Laura Nickerson,,Laura Nickerson,110,,,,
North Vancouver School District,Board of Education Trustee,Layne North,,Layne North,110,,,,
North Vancouver School District,Board of Education Trustee,Raphael Perfecto,,Raphael Perfecto,110,,,,
North Vancouver School District,Board of Education Trustee,Ethel Purugganan,,Ethel Purugganan,111,,,,
North Vancouver School District,Board of Education Trustee,Ainslie Rinfret,,Ainslie Rinfret,111,,,,
North Vancouver School District,Board of Education Trustee,George Tsiakos,,George Tsiakos,111,,,,
North Vancouver School District,Board of Education Trustee,Antje Wilson,,Lloyd Brager,111,,,,
"North Vancouver, City of",Councillor,Sean Alexander,,Sean Alexander,111,,,,
"North Vancouver, City of",Councillor,Holly Back,,Holly Back,111,,,,
"North Vancouver, City of",Councillor,Don Bell,,Don Bell,111,,,,
"North Vancouver, City of",Councillor,Tammy Bentz,,Tammy Bentz,111,,,,
"North Vancouver, City of",Councillor,Anna Boltenko,,Anna Boltenko,111,,,,
"North Vancouver, City of",Councillor,David Brun,,David Brun,111,,,,
"North Vancouver, City of",Councillor,Jeremy Cato,,Douglas Ausman,111,,,,
"North Vancouver, City of",Councillor,Angela Girard,,Angela Girard,111,,,,
"North Vancouver, City of",Councillor,Guy Heywood,,Guy Heywood,111,,,,
"North Vancouver, City of",Councillor,Ken Izatt,,Suzanne Izatt,111,,,,
"North Vancouver, City of",Councillor,Jullian Kolstee,,Malcolm McLeod,111,,,,
"North Vancouver, City of",Councillor,Max Lai,,Max Lai,111,,,,
"North Vancouver, City of",Councillor,Jessica McIlroy,,Jessica McIlroy,111,,,,
"North Vancouver, City of",Councillor,Krishna Raisinghani,,Krishna Raisinghani,111,,,,
"North Vancouver, City of",Councillor,Andrew Robertson,,Andrew Robertson,111,,,,
"North Vancouver, City of",Councillor,Shervin Shahriari,,Francis Wimberley,112,,,,
"North Vancouver, City of",Councillor,Lailani Tumaneng,,Lailani Tumaneng,112,,,,
"North Vancouver, City of",Councillor,Tony Valente,,Tony Valente,112,,,,
"North Vancouver, City of",Mayor,Linda Buchanan,,Linda Buchanan,112,,,,
"North Vancouver, City of",Mayor,Oliver King,,Oliver King,112,,,,
"North Vancouver, City of",Mayor,Dave Kurvers,,Dave Kurvers,112,,,,
"North Vancouver, City of",Mayor,Mike McGraw,,Mike McGraw,112,,,,
"North Vancouver, District of",Councillor,Daniel Anderson,,John Anderson,112,,,,
"North Vancouver, District of",Councillor,Jordan Back,,Jordan Back,112,,,,
"North Vancouver, District of",Councillor,Trey Bell,,Trey Bell,112,,,,
"North Vancouver, District of",Councillor,Mathew Bond,,Mathew Bond,112,,,,
"North Vancouver, District of",Councillor,Daina Boyd,,Daina Boyd,112,,,,
"North Vancouver, District of",Councillor,Betty Forbes,,Heather Walker,112,,,,
"North Vancouver, District of",Councillor,Jim Hanson,,Norman Farrell,112,,,,
"North Vancouver, District of",Councillor,Aidan Kyle,,Aidan Kyle,112,,,,
"North Vancouver, District of",Councillor,Herman Mah,,Paul Rohrwasser,112,,,,
"North Vancouver, District of",Councillor,Kulvir Mann,,Kulvir Mann,112,,,,
"North Vancouver, District of",Councillor,Linda Munro,,Scott Munro,112,,,,
"North Vancouver, District of",Councillor,Lisa Muri,,Lisa Muri,113,,,,
"North Vancouver, District of",Councillor,Victoria Nwabuisi,,Victoria Nwabuisi,113,,,,
"North Vancouver, District of",Councillor,Catherine Pope,,Catherine Pope,113,,,,
"North Vancouver, District of",Councillor,Stephanie Wilson,,Kathleen King,113,,,,
"North Vancouver, District of",Mayor,Graham Alexander,,Graham Alexander,113,,,,
"North Vancouver, District of",Mayor,Mike Little,,Mike Little,113,,,,
"North Vancouver, District of",Mayor,Stephan Nieweler,,Stephan Nieweler,113,,,,
"North Vancouver, District of",Mayor,Paolo Pucci,,Paolo Pucci,113,,,,
"North Vancouver, District of",Mayor,Max Zahedi,,Pegah Kebritchi,113,,,,
Northern Rockies,Councillor,Melinda Belleau,,Melinda Belleau,113,,,,
Northern Rockies,Councillor,Bruce Deinstadt,,Bruce Deinstadt,113,,,,
Northern Rockies,Councillor,Kim Eglinski,,Kim Eglinski,113,,,,
Northern Rockies,Councillor,Brenda Enax,,Brenda Enax,113,,,,
Northern Rockies,Councillor,Ivan Kortchevich,,Ivan Kortchevich,113,,,,
Northern Rockies,Councillor,Wayne Kushnerek,,Wayne Kushnerek,113,,,,
Northern Rockies,Councillor,Ian Langstaff,,Ian Langstaff,113,,,,
Northern Rockies,Councillor,Danny Soles,,Danny Soles,113,,,,
Northern Rockies,Councillor,Norm Thomson,,Robert Lee,113,,,,
Northern Rockies,Councillor,Andrea Warren,,Andrea Warren,114,,,,
Northern Rockies,Councillor,Douglas Whitehorne Sr,,Douglas Whitehorne Sr,114,,,,
Northern Rockies,Mayor,Rob Fraser,,Rob Fraser,114,,,,
Oak Bay,Councillor,Hazel Braithwaite,,Rod Braithwaite,114,,,,
Oak Bay,Councillor,David Gleeson,,David Gleeson,114,,,,
Oak Bay,Councillor,Cairine Green,,Pat Wilson,114,,,,
Oak Bay,Councillor,Roxanne Helme,,Roxanne Helme,114,,,,
Oak Bay,Councillor,Will Moore,,Will Moore,114,,,,
Oak Bay,Councillor,Esther Paterson,,Esther Paterson,114,,,,
Oak Bay,Councillor,Sarah Starkweather,,Daphna Gelbart,114,,,,
Oak Bay,Councillor,Karin Sweeney,,Karin Sweeney,114,,,,
Oak Bay,Councillor,Katerina Weller,,Katerina Weller,114,,,,
Oak Bay,Mayor,Sam Holland,,Sam Holland,114,,,,
Oak Bay,Mayor,Kevin Murdoch,,Christopher Causton,114,,,,
"Okanagan Falls, District of",Councillor,John Bell,,John Bell,114,,,,
"Okanagan Falls, District of",Councillor,Amy Bydal,,Jennifer Anderson,114,,,,
"Okanagan Falls, District of",Councillor,Eugene Dettling,,Susan Offer,114,,,,
"Okanagan Falls, District of",Councillor,Heather Jackson,,Heather Jackson,114,,,,
"Okanagan Falls, District of",Councillor,Kris Lee,,Jillian Johnston,115,,,,
"Okanagan Falls, District of",Councillor,Randy Ludwar,,Randy Ludwar,115,,,,
"Okanagan Falls, District of",Councillor,Shelley MacKenzie,,Jeremy Hepso,115,,,,
"Okanagan Falls, District of",Councillor,Keith Mosimann,,Keith Mosimann,115,,,,
"Okanagan Falls, District of",Councillor,Cheryl Snyder,,Tammy Fitzgerald,115,,,,
"Okanagan Falls, District of",Councillor,Allison Symons,,Judy Garner,115,,,,
"Okanagan Falls, District of",Councillor,Melody Walker,,Melody Walker,115,,,,
"Okanagan Falls, District of",Mayor,Glen Innes,,Karen Donison,115,,,,
"Okanagan Falls, District of",Mayor,Tyler Johnsen,,Tyler Johnsen,115,,,,
"Okanagan Falls, District of",Mayor,Matt Taylor,,Judy Garner,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Casey Brouwer,,Casey Brouwer,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Alex Clarke,,Alex Clarke,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Julie Davies,,Ronald Davies,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Brenda Dorosz,,Brenda Dorosz,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Shawna Farrell,,Shawna Farrell,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Arden Holley,,Arden Holley,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Sholeh Pickell,,Sholeh Pickell,115,,,,
Okanagan Similkameen School District,Board of Education Trustee,Robert Zandee,,Robert Zandee,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Karen Botsford,,Karen Botsford,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Manpreet Brar,,Manpreet Brar,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Shelley Clarke,,Shelley Clarke,116,,,,
Okanagan Skaha School District,Board of Education Trustee,James Palanio,,James Palanio,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Lisa Prokopenko,,Lisa Prokopenko,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Danny Reigh,,Danny Reigh,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Robert Stepaniuk,,Robert Stepaniuk,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Linda Van Alphen,,Linda Van Alphen,116,,,,
Okanagan Skaha School District,Board of Education Trustee,Roger Wiebe,,Roger Wiebe,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Rob Bilyk,,Rob Bilyk,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Jamie Bradford,,Jamie Bradford,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Chris Burrows,,Chris Burrows,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,George Bush,,George Bush,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Jason Earl,,Jason Earl,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Adrienne Fedrigo,,Christopher Heisler,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Cheryl Halla,,Cheryl Halla,116,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Clayton Hillman,,Clayton Hillman,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Kandis Lipsett,,Kandis Lipsett,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Mark Mattes,,Rhonda Bruce,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Anita Molaro,,Anita Molaro,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Mark Pendergraft,,Mark Pendergraft,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Tim Roberts,,Tim Roberts,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,John Rousseau,,John Rousseau,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Sandra Schroeder,,Sandra Schroeder,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Henry Sielmann,,Henry Sielmann,117,,,,
Okanagan-Similkame en Regional District,Electoral Area Director,Shelby Smith,,Shelby Smith,117,,,,
Oliver,Councillor,Jack Bennest,,Jack Bennest,117,,,,
Oliver,Councillor,Warren Brown,,Warren Brown,117,,,,
Oliver,Councillor,Dermott Hutton,,Dermott Hutton,117,,,,
Oliver,Councillor,Leigh Lougheed,,Leigh Lougheed,117,,,,
Oliver,Councillor,Jennifer McConnell,,Jennifer McConnell,117,,,,
Oliver,Councillor,Tom Szalay,,Tom Szalay,117,,,,
Oliver,Councillor,JP Vala,,Dennis Van Den Munckhof,117,,,,
Oliver,Mayor,Wayne Anderson,,Wayne Anderson,117,,,,
Oliver,Mayor,Aimee Grice,,Aimee Grice,118,,,,
Oliver,Rural Water Councillor,Bhupinder Dhaliwal,,Bhupinder Dhaliwal,118,,,,
Oliver,Rural Water Councillor,Rick Machial,,Rick Machial,118,,,,
Oliver,Rural Water Councillor,Geoff Nickson,,Geoff Nickson,118,,,,
Osoyoos,Councillor,Brian Bagnall,,Brian Bagnall,118,,,,
Osoyoos,Councillor,Johnny Cheong,,Johnny Cheong,118,,,,
Osoyoos,Councillor,Ken Davreux,,Ken Davreux,118,,,,
Osoyoos,Councillor,Jenn Demo,,Jenn Demo,118,,,,
Osoyoos,Councillor,Arlyn Greig,,Arlyn Greig,118,,,,
Osoyoos,Councillor,Derek Hesketh,,Derek Hesketh,118,,,,
Osoyoos,Councillor,J.F. Launier,,Chantal Hudson,118,,,,
Osoyoos,Councillor,Sy Murseli,,Sy Murseli,118,,,,
