Jurisdiction,Office,Candidate Name,Affiliation,Financial Agent Name,Source Page,Result,Elected,Result Source,Notes
Gulf Islands School District,Board of Education Trustee,Rob Pingle,,Rob Pingle,61,,,,
Gulf Islands School District,Board of Education Trustee,Anna Szul,,Anna Szul,61,,,,
Gulf Islands School District,Board of Education Trustee,John Whitelaw,,John Whitelaw,61,,,,
Gulf Islands School District,Board of Education Trustee,Levi Wilson,,Levi Wilson,61,,,,
Haida Gwaii School District,Board of Education Trustee,Wilson Brown,,Wilson Brown,61,,,,
Haida Gwaii School District,Board of Education Trustee,Jam Clark,,Jam Clark,61,,,,
Haida Gwaii School District,Board of Education Trustee,Ashley Currie,,Ashley Currie,61,,,,
Haida Gwaii School District,Board of Education Trustee,Tammy Gates,,Tammy Gates,61,,,,
Haida Gwaii School District,Board of Education Trustee,Jennifer Jury,,Jennifer Jury,61,,,,
Haida Gwaii School District,Board of Education Trustee,Megan Moncrieff,,Megan Moncrieff,62,,,,
Haida Gwaii School District,Board of Education Trustee,Dana Moraes,,Dana Moraes,62,,,,
Haida Gwaii School District,Board of Education Trustee,Kim Nickel,,Kim Nickel,62,,,,
Haida Gwaii School District,Board of Education Trustee,Miranda Post,,Miranda Post,62,,,,
Haida Gwaii School District,Board of Education Trustee,Lindsay Seegmiller,,Lindsay Seegmiller,62,,,,
Haida Gwaii School District,Board of Education Trustee,Meggan Wood,,Meggan Wood,62,,,,
Harrison Hot Springs,Councillor,John Allen,,John Allen,62,,,,
Harrison Hot Springs,Councillor,Wendy Baldwin,,Wendy Baldwin,62,,,,
Harrison Hot Springs,Councillor,Ross Buchanan,,Ross Buchanan,62,,,,
Harrison Hot Springs,Councillor,Leo Facio,,Leo Facio,62,,,,
Harrison Hot Springs,Councillor,Susan Galvao,,Susan Galvao,62,,,,
Harrison Hot Springs,Councillor,Teresa Omelus,,Teresa Omelus,62,,,,
Harrison Hot Springs,Councillor,Stewart Pritchard,,Stewart Pritchard,62,,,,
Harrison Hot Springs,Councillor,Gabby Thornton,,Gabby Thornton,62,,,,
Harrison Hot Springs,Councillor,Greg Veltman,,Greg Veltman,62,,,,
Harrison Hot Springs,Councillor,Michie Vidal,,Michie Vidal,62,,,,
Harrison Hot Springs,Councillor,Michael Warn,,Michael Warn,62,,,,
Harrison Hot Springs,Councillor,Gary Webster,,Gary Webster,62,,,,
Harrison Hot Springs,Councillor,Landry Winkles,,Landry Winkles,63,,,,
Harrison Hot Springs,Mayor,Cassandra Manley,,Cassandra Manley,63,,,,
Harrison Hot Springs,Mayor,Fred Talen,,Fred Talen,63,,,,
Harrison Hot Springs,Mayor,Ed Wood,,Ed Wood,63,,,,
Hazelton,Councillor,Wendy Blackstock,,Wendy Blackstock,63,,,,
Hazelton,Councillor,Shanna Lawrence,,Shanna Lawrence,63,,,,
Hazelton,Councillor,Charles Smith,,Charles Smith,63,,,,
Hazelton,Councillor,Morgan Yee,,Morgan Yee,63,,,,
Hazelton,Mayor,Julie Maitland,,Julie Maitland,63,,,,
Highlands,Councillor,Justin Allen,,Justin Allen,63,,,,
Highlands,Councillor,Leslie Anderson,,Leslie Anderson,63,,,,
Highlands,Councillor,Ann Baird,,Ann Baird,63,,,,
Highlands,Councillor,Ken Brotherston,,Marie Brotherston,63,,,,
Highlands,Councillor,Marie Brotherston,,Marie Brotherston,63,,,,
Highlands,Councillor,Patrick Harriott,,Patrick Harriott,63,,,,
Highlands,Councillor,Genny Holt,,Genny Holt,63,,,,
Highlands,Councillor,Rob Justice,,Rob Justice,63,,,,
Highlands,Councillor,Marcie McLean,,Marcie McLean,63,,,,
Highlands,Councillor,Karel Roessingh,,Karel Roessingh,64,,,,
Highlands,Councillor,Adrian Selby,,Adrian Selby,64,,,,
Highlands,Mayor,Gord Baird,,Ann Baird,64,,,,
Highlands,Mayor,Ken Williams,,Ken Williams,64,,,,
Hope,Councillor,Carol Bacon,,Carol Bacon,64,,,,
Hope,Councillor,Michael Bowcott,,Michael Bowcott,64,,,,
Hope,Councillor,Magnus DuBeau,,Magnus DuBeau,64,,,,
Hope,Councillor,Darryl Dyck,,Darryl Dyck,64,,,,
Hope,Councillor,Bonny Graham,,Bonny Graham,64,,,,
Hope,Councillor,Scott Medlock,,Scott Medlock,64,,,,
Hope,Councillor,Pauline Newbigging,,Pauline Newbigging,64,,,,
Hope,Councillor,Crystal Sedore,,Crystal Sedore,64,,,,
Hope,Councillor,Dusty Smith,,Dusty Smith,64,,,,
Hope,Councillor,Heather Stewin,,Heather Stewin,64,,,,
Hope,Councillor,Christine Tomlinson,,Christine Tomlinson,64,,,,
Hope,Mayor,Victor Smith,,Victor Smith,64,,,,
Houston,Councillor,Mike Bowes,,Mike Bowes,64,,,,
Houston,Councillor,Rebecca Hougen,,Rebecca Hougen,64,,,,
Houston,Councillor,Greg LeBlanc,,Sherri Wright,65,,,,
Houston,Councillor,Amber Oevering,,Amber Oevering,65,,,,
Houston,Councillor,Troy Reitsma,,Troy Reitsma,65,,,,
Houston,Councillor,Glory Shumbusho,,Glory Shumbusho,65,,,,
Houston,Councillor,Thomas Stringfellow,,Thomas Stringfellow,65,,,,
Houston,Mayor,Shane Brienen,,Shane Brienen,65,,,,
Houston,Mayor,Lisa Mueller,,Lisa Mueller,65,,,,
Houston,Mayor,Kyle Thomson,,Kyle Thomson,65,,,,
Hudson's Hope,Councillor,Debbie Beattie,,Debbie Beattie,65,,,,
Hudson's Hope,Councillor,Rob Douglas,,Rob Douglas,65,,,,
Hudson's Hope,Councillor,Greta Goddard,,Greta Goddard,65,,,,
Hudson's Hope,Councillor,Tina Jeffrey,,Tina Jeffrey,65,,,,
Hudson's Hope,Councillor,John-Paul McCarthy,,John-Paul McCarthy,65,,,,
Hudson's Hope,Councillor,Victoria Mee,,Victoria Mee,65,,,,
Hudson's Hope,Councillor,Ben Romine,,Ben Romine,65,,,,
Hudson's Hope,Councillor,Kimberly Stacey,,Kimberly Stacey,65,,,,
Hudson's Hope,Councillor,Tashana Winnicky,,Tashana Winnicky,65,,,,
Hudson's Hope,Mayor,Travous Quibell,,Travous Quibell,65,,,,
Hudson's Hope,Mayor,Luke Zandbergen,,Luke Zandbergen,66,,,,
Invermere,Councillor,Kayja Becker,,Kayja Becker,66,,,,
Invermere,Councillor,Grant Kelly,,Grant Kelly,66,,,,
Invermere,Councillor,Ryan Neal,,Ryan Neal,66,,,,
Invermere,Councillor,Sue-Rose Read,,Sue-Rose Read,66,,,,
Invermere,Councillor,Mark Topliff,,Mark Topliff,66,,,,
Invermere,Councillor,Theresa Wood,,Theresa Wood,66,,,,
Invermere,Mayor,Al Miller,,Al Miller,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Alex Allen,,Alex Allen,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Bob Andrew,,Maya Ruggles,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Joe Bernardo,,Joe Bernardo,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Sam Borthwick,,Sam Borthwick,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Paul Brent,,Eva Hage,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,George Buvyer,,George Buvyer,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Aaron Campbell,,Aaron Campbell,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Colin Cooper,,Colin Cooper,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Michael Cowan,,Michael Cowan,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Ronaldo Cruz,,Ronaldo Cruz,66,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Jeanine Dodds,,Jeanine Dodds,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Tobi Elliott,,Mary Fleming,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Kristina Evans,,Kristina Evans,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Dag Falck,,Dag Falck,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,JS McIntosh Fash,,JS McIntosh Fash,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Lisa Gauvreau,,Lisa Gauvreau,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Perri Gorrara,,Perri Gorrara,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Steve Hawkins,,Steve Hawkins,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Morgan Hayward,,Morgan Hayward,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Gary Holman,,Janis Gauthier,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Kenneth Hunter,,Kenneth Hunter,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Robin Jenkinson,,Robin Jenkinson,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Tor Klebe,,Tor Klebe,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,John Kuharchuk,,John Kelly,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,April Lewis,,April Lewis,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Ben Mabberley,,Mechelle Crocker,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Eric G March,,Madeline Smith,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Terry Martin,,Terry Martin,67,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,David Maude,,David Maude,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Benjamin McConchie,,John Bowers,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Lee Middleton,,Lee Middleton,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Brenna Mongeon,,Brenna Mongeon,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Patrick Mullan,,Patrick Mullan,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Jordan Nobel,,Jordan Nobel,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Dave Olsen,,Dave Olsen,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Niall Parker,,Niall Parker,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Timothy Peterson,,Timothy Peterson,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Jeffrey Rabena,,Jeffrey Rabena,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,David Reay,,David Reay,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Tahirih Rockafella,,Tahirih Rockafella,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Drew Roots,,Drew Roots,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Noah Ross,,Noah Ross,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Jim Senetza,,Jim Senetza,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Ethan Wilding,,Jasper Gagne,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Sam Wing,,Sam Wing,68,,,,
Islands Trust,Islands Trust Local Trust Area Trustee,Bryan Young,,Bryan Young,68,,,,
Kamloops,Councillor,Brian Andrews,,Tushar Jain,69,,,,
Kamloops,Councillor,Dave Baker,,Dave Baker,69,,,,
Kamloops,Councillor,Dale Bass,,Alan Bass,69,,,,
Kamloops,Councillor,Nancy Bepple,,Donna Gibson,69,,,,
Kamloops,Councillor,Rob Bertrand,,Rob Bertrand,69,,,,
Kamloops,Councillor,Kathrine Blair-Wunderlich,Pivot Kamloops,Cindy McKinnon,69,,,,
Kamloops,Councillor,Steve Bucher,,Steve Bucher,69,,,,
Kamloops,Councillor,Bonnie Cleland,,Bonnie Cleland,69,,,,
Kamloops,Councillor,Alberto De Marni,,Alberto De Marni,69,,,,
Kamloops,Councillor,Bryce Eberle,,Bryce Eberle,69,,,,
Kamloops,Councillor,Dennis Giesbrecht,Pivot Kamloops,Caroline King,69,,,,
Kamloops,Councillor,Mac B Gordon,,Mac B Gordon,69,,,,
Kamloops,Councillor,Kelly Hall,,Barbara McLay,69,,,,
Kamloops,Councillor,Ian Head,,Ian Head,69,,,,
Kamloops,Councillor,Stephen Karpuk,,Stephen Karpuk,69,,,,
Kamloops,Councillor,Lyndsay McDonald,,Lyndsay McDonald,69,,,,
Kamloops,Councillor,Margot Middleton,,Michael Waithe,69,,,,
Kamloops,Councillor,Christopher Mitra,,Christopher Mitra,69,,,,
Kamloops,Councillor,Barbara Morin,,Cary Morin,70,,,,
Kamloops,Councillor,Katie Neustaeter,,Matthew Klassen,70,,,,
Kamloops,Councillor,Kadin Rainville,,Mitchell Romano,70,,,,
Kamloops,Councillor,Robin Reeb,,Claudette Borowski,70,,,,
Kamloops,Councillor,Jesse Ritcey,,Chelsea Enslow,70,,,,
Kamloops,Councillor,Doug Ronnquist,,Doug Ronnquist,70,,,,
Kamloops,Councillor,Bill Sarai,,David Deol,70,,,,
Kamloops,Councillor,Cindy Sonne,,Cindy Sonne,70,,,,
Kamloops,Councillor,Randy Sunderman,Pivot Kamloops,Ken Sunderman,70,,,,
Kamloops,Councillor,Greg Unger,,Greg Unger,70,,,,
Kamloops,Councillor,Nevin Webster,,Nevin Webster,70,,,,
Kamloops,Mayor,Nelly Dever,Pivot Kamloops,Deljeet Dhaliwal,70,,,,
Kamloops,Mayor,Ray Dhaliwal,,Ray Dhaliwal,70,,,,
Kamloops,Mayor,Reid Hamer-Jackson,,Laura Strong,70,,,,
Kamloops,Mayor,Kris Lloyd-Middleton,,Kris Lloyd-Middleton,70,,,,
Kamloops,Mayor,Mike O'Reilly,,Scott Campbell,70,,,,
Kamloops,Mayor,Ivory Winston,,Ivory Winston,70,,,,
Kamloops/Thompson School District,Board of Education Trustee,Tyler Aviss,,Jinhui Kim,70,,,,
Kamloops/Thompson School District,Board of Education Trustee,Shahriar Behmanesh,,Shahriar Behmanesh,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Alexandra Bercea,,Alexandra Bercea,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Bronwen Bird,,Bronwen Bird,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,James Blenkhorn,,James Blenkhorn,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Sean Campbell,,Sean Campbell,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Heather Grieve,,Heather Grieve,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Katherine Gulley,,Christopher Foulds,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Cole Hickson,,Taylor Bertoli,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Jimmy Johal,,Jimmy Johal,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Diane Jules,,Vicki Manuel,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Jo Kang,,Sukhbir Kang,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Kathleen Karpuk,,Kathleen Karpuk,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Aaron Krausert,,Aaron Krausert,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Troylana Manson,,Troylana Manson,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Bonnie McBride,,Chris Ponti,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Marie McGivern,,Marie McGivern,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Cara McKelvey,,Cara McKelvey,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,John O'Fee,,John O'Fee,71,,,,
Kamloops/Thompson School District,Board of Education Trustee,Lee Onslow,,Lee Onslow,72,,,,
Kamloops/Thompson School District,Board of Education Trustee,Deb Piggin,,Deb Piggin,72,,,,
Kamloops/Thompson School District,Board of Education Trustee,Shelley Sim,,Shelley Sim,72,,,,
Kaslo,Councillor,Matthew Brown,,Matthew Brown,72,,,,
Kaslo,Councillor,Donna Cormie,,Donna Cormie,72,,,,
Kaslo,Councillor,Linden Gibbons,,Linden Gibbons,72,,,,
Kaslo,Councillor,Jim Holland,,Jim Holland,72,,,,
Kaslo,Councillor,Molly Leathwood,,Molly Leathwood,72,,,,
Kaslo,Councillor,MerryJill Milne,,MerryJill Milne,72,,,,
Kaslo,Councillor,Rick Nay,,Rick Nay,72,,,,
Kaslo,Councillor,John Rasmussen,,John Rasmussen,72,,,,
Kaslo,Councillor,Sarah Sinclair,,Sarah Sinclair,72,,,,
Kaslo,Mayor,Erika Bird,,Erika Bird,72,,,,
Kaslo,Mayor,Suzan Hewat,,Rick Hewat,72,,,,
Kelowna,Councillor,Susan Ames,,David Erikson,72,,,,
Kelowna,Councillor,Les Bellamy,,Madison Galton,72,,,,
Kelowna,Councillor,Chris Bocskei,,Chris Bocskei,72,,,,
Kelowna,Councillor,Doris Bregolisse,,Patrick Huang,72,,,,
Kelowna,Councillor,Nikki Csek,,Cheryl Schaefer,73,,,,
Kelowna,Councillor,Greg Dahms,,Greg Dahms,73,,,,
Kelowna,Councillor,Todd Daniels,,Todd Daniels,73,,,,
Kelowna,Councillor,Maxine DeHart,,Glen Jackson,73,,,,
Kelowna,Councillor,Indy Dhial,,Jaspal Dhial,73,,,,
Kelowna,Councillor,Crystal Dougan,,Crystal Dougan,73,,,,
Kelowna,Councillor,Tim Down,,Tony Parmar,73,,,,
Kelowna,Councillor,Julia Fraser,,Julia Fraser,73,,,,
Kelowna,Councillor,Daniel Fritter,,Daniel Fritter,73,,,,
Kelowna,Councillor,Bal Grewal,,Kenneth Deines,73,,,,
Kelowna,Councillor,Hamid Khajavi,,Hamid Khajavi,73,,,,
Kelowna,Councillor,King James III,,King James III,73,,,,
Kelowna,Councillor,Kevin Kraft,,Amber Nillson,73,,,,
Kelowna,Councillor,Davis Kyle,,Davis Kyle,73,,,,
Kelowna,Councillor,Gord Lovegrove,,Karen Lovegrove,73,,,,
Kelowna,Councillor,Trevor McAleese,,Kathryn Chin,73,,,,
Kelowna,Councillor,Randy Millis,,Randy Millis,73,,,,
Kelowna,Councillor,H. Morales,,H. Morales,73,,,,
Kelowna,Councillor,Brian Pinter,,Brian Pinter,73,,,,
Kelowna,Councillor,JC Rathwell,,JC Rathwell,74,,,,
Kelowna,Councillor,Brady Rogers,,Brady Rogers,74,,,,
Kelowna,Councillor,Brian Rogers,,Brian Rogers,74,,,,
Kelowna,Councillor,Mike Rose,,Mike Rose,74,,,,
Kelowna,Councillor,Todd Sanderson,,Todd Sanderson,74,,,,
Kelowna,Councillor,Corey Severin,,Corey Severin,74,,,,
Kelowna,Councillor,Mohini Singh,,Gary Lidhar,74,,,,
Kelowna,Councillor,Glendon Smedley,,Glendon Smedley,74,,,,
Kelowna,Councillor,Silverado Socrates,,Silverado Socrates,74,,,,
Kelowna,Councillor,Teresa May Teschner,,Brian Wilkins,74,,,,
Kelowna,Councillor,Laura Thurnheer,,Ann-Marie Cederholm,74,,,,
Kelowna,Councillor,Lee-Ann Tiede,,Shaun Everest,74,,,,
Kelowna,Councillor,Rick Webber,,Rick Webber,74,,,,
Kelowna,Councillor,Rob Wilkinson,,Rob Wilkinson,74,,,,
Kelowna,Mayor,Ron Cannan,,Juanita Gomes,74,,,,
Kelowna,Mayor,Tom Dyas,,Onn Chong,74,,,,
Kelowna,Mayor,Andrew Uitvlugt,,Andrew Uitvlugt,74,,,,
Kent,Councillor,Jed Koning,,Jed Koning,74,,,,
Kent,Councillor,Desi Naidoo,,Desi Naidoo,74,,,,
Kent,Councillor,Duane Post,,Duane Post,75,,,,
Kent,Councillor,Kerstin Schwichtenberg,,Kerstin Schwichtenberg,75,,,,
Kent,Councillor,Stan Watchorn,,Stan Watchorn,75,,,,
Kent,Mayor,Susan Spaeti,,Susan Spaeti,75,,,,
Keremeos,Councillor,Hayley Bennett,,Hayley Bennett,75,,,,
Keremeos,Councillor,Arlene Brenner,,Susan Dumaine,75,,,,
Keremeos,Councillor,Brent Corba,,Brent Corba,75,,,,
Keremeos,Councillor,Dion Eden,,Dion Eden,75,,,,
Keremeos,Councillor,Jeremy Evans,,Jeremy Evans,75,,,,
Keremeos,Councillor,David Lubbers,,David Lubbers,75,,,,
Keremeos,Councillor,Hailey Tingley,,Hailey Tingley,75,,,,
Keremeos,Mayor,Garry Elliott,,Garry Elliott,75,,,,
Keremeos,Mayor,Russ Hatt,,Russ Hatt,75,,,,
Keremeos,Mayor,Tracy Henderson,,Tracy Henderson,75,,,,
Keremeos,Mayor,Tyson Schmauder,,Tyson Schmauder,75,,,,
Kimberley,Councillor,Shara Bakos,,Shara Bakos,75,,,,
Kimberley,Councillor,Aubrey Blair-Pattison,,Aubrey Blair-Pattison,75,,,,
Kimberley,Councillor,Sue Cairns,,Daniel Bauer,75,,,,
Kimberley,Councillor,Kevin Dunnebacke,,Kevin Dunnebacke,76,,,,
Kimberley,Councillor,Grant Farquhar,,Richard Kavanagh,76,,,,
Kimberley,Councillor,Khadija Flynn,,Austin Flynn,76,,,,
Kimberley,Councillor,Travis Fooks,,Travis Fooks,76,,,,
Kimberley,Councillor,Diana Fox,,Diana Fox,76,,,,
Kimberley,Councillor,Craig Janzen,,Craig Janzen,76,,,,
Kimberley,Councillor,Scott MacLeod,,Scott MacLeod,76,,,,
Kimberley,Councillor,Woody Maguire,,Woody Maguire,76,,,,
Kimberley,Councillor,Michelle Nex,,Michelle Nex,76,,,,
Kimberley,Councillor,Angela Symes,,Angela Symes,76,,,,
Kimberley,Mayor,Powder Matt Mosteller,,Powder Matt Mosteller,76,,,,
Kimberley,Mayor,Sandra Roberts,,Sandra Roberts,76,,,,
Kitimat,Councillor,Louise Avery,,Louise Avery,76,,,,
Kitimat,Councillor,Edwin Empinado,,Edwin Empinado,76,,,,
Kitimat,Councillor,Mario Feldhoff,,Mario Feldhoff,76,,,,
Kitimat,Councillor,Linda Feuerhelm,,Linda Feuerhelm,76,,,,
Kitimat,Councillor,David Hamilton,,Cory Meszoly,76,,,,
Kitimat,Councillor,Gregory Judas,,Gregory Judas,76,,,,
Kitimat,Councillor,Katrina Kindrat,,Katrina Kindrat,77,,,,
Kitimat,Councillor,Gerry Leibel,,Gerry Leibel,77,,,,
Kitimat,Councillor,Michelle Martins,,Michelle Martins,77,,,,
Kitimat,Councillor,Ankur Patel,,Ankur Patel,77,,,,
Kitimat,Councillor,Adam Perry,,Adam Perry,77,,,,
Kitimat,Councillor,Graham Pitzel,,Graham Pitzel,77,,,,
Kitimat,Mayor,Daniel Boudreau,,Daniel Boudreau,77,,,,
Kitimat,Mayor,Philip Germuth,,Philip Germuth,77,,,,
Kitimat,Mayor,Terry Marleau,,Lorna Marleau,77,,,,
Kitimat-Stikine Regional District,Electoral Area Director,Bruce Bidgood,,Bruce Bidgood,77,,,,
Kitimat-Stikine Regional District,Electoral Area Director,David Brocklebank,,David Brocklebank,77,,,,
Kitimat-Stikine Regional District,Electoral Area Director,Tina Etzerza,,Tina Etzerza,77,,,,
Kitimat-Stikine Regional District,Electoral Area Director,Paul Harrison,,Paul Harrison,77,,,,
